EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag,TenureRatio,JobHoppingIndex,SatisfactionScore,IncomeToLevelRatio,PromotionStagnation,ManagerStability,IsFrequentTraveler,HasNoStockOptions,IsEarlyCareer,LongCommute,AgeGroup
1111,45,Male,Single,Research & Development,Other,2,Travel_Rarely,2,Manufacturing Director,5,2,4,3,1,3,3,4,23,5,1,2,3,4,0,Yes,15,14005,1200,63,21000,Yes,1,0.21739130434782608,0.17391304347826086,2.75,0.9435849990080922,0.4,0.6,0,1,0,0,36-45
1112,28,Female,Married,Research & Development,Medical,4,Travel_Rarely,1,Manager,4,3,2,1,1,3,4,9,5,3,2,1,2,5,1,No,17,9196,1002,33,9585,No,0,0.6,1.8,1.75,0.722256574944897,0.3333333333333333,0.6666666666666666,0,0,0,0,26-35
1113,26,Female,Married,Sales,Marketing,5,Travel_Rarely,21,Research Scientist,1,3,4,1,4,3,3,1,5,4,2,2,2,5,0,Yes,12,4232,930,51,26069,No,0,0.8,0.2,3.0,0.7478013655648431,0.5,0.5,0,1,0,1,26-35
1114,30,Male,Married,Research & Development,Medical,4,Non-Travel,11,Healthcare Representative,2,3,1,4,3,4,3,1,9,8,4,0,0,5,0,No,24,7535,1070,49,24838,No,0,0.8888888888888888,0.1111111111111111,3.0,0.9327134384438271,0.0,0.0,0,1,0,0,26-35
1115,26,Female,Single,Research & Development,Technical Degree,4,Travel_Rarely,9,Manufacturing Director,1,1,2,4,2,3,4,9,6,5,3,1,2,4,1,Yes,22,4880,1417,48,16781,Yes,1,0.8333333333333334,1.5,2.75,0.8623040321258116,0.2,0.4,0,0,0,0,26-35
1116,39,Female,Married,Sales,Human Resources,5,Travel_Rarely,19,Research Scientist,2,3,2,1,2,4,3,8,20,11,8,3,2,4,0,Yes,13,7819,285,45,20081,No,0,0.55,0.4,2.25,0.9678681320759501,0.2727272727272727,0.18181818181818182,0,1,0,1,36-45
1117,60,Female,Married,Sales,Medical,2,Travel_Rarely,5,Research Scientist,4,3,3,3,1,3,3,1,40,35,12,15,7,1,1,Yes,25,14994,843,58,16495,No,0,0.875,0.025,2.5,1.177633219304457,0.42857142857142855,0.2,0,0,0,0,56-60
1118,43,Male,Married,Sales,Marketing,1,Travel_Rarely,16,Sales Representative,5,1,3,1,1,3,3,2,24,8,2,3,5,5,3,No,11,16832,369,65,6921,No,0,0.3333333333333333,0.08333333333333333,2.0,1.1340537453269695,0.375,0.625,0,0,0,1,36-45
1119,49,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,15,Research Scientist,3,4,2,3,4,2,3,6,30,28,12,11,17,1,1,Yes,22,13021,733,97,25524,No,0,0.9333333333333333,0.2,2.75,1.266396924694304,0.39285714285714285,0.6071428571428571,0,0,0,1,46-55
1120,39,Female,Married,Research & Development,Marketing,4,Travel_Rarely,20,Research Scientist,1,4,2,2,1,2,3,7,17,11,9,5,6,6,1,No,13,5784,1358,59,20502,No,0,0.6470588235294118,0.4117647058823529,1.75,1.0220423200441997,0.45454545454545453,0.5454545454545454,0,0,0,1,36-45
1121,18,Male,Divorced,Research & Development,Medical,5,Travel_Frequently,19,Sales Executive,1,3,3,4,2,4,4,7,0,0,0,0,0,0,0,No,22,4167,983,31,12496,No,0,0.0,7.0,3.25,0.7363157585795609,0.0,0.0,1,1,1,1,18-25
1122,21,Male,Single,Sales,Life Sciences,3,Travel_Rarely,20,Sales Executive,3,4,2,3,1,1,3,8,1,0,0,0,0,6,3,No,24,7284,988,71,8309,No,0,0.0,8.0,1.75,0.7084275554468406,0.0,0.0,0,0,1,1,18-25
1123,29,Female,Divorced,Research & Development,Other,4,Travel_Rarely,7,Manufacturing Director,2,4,2,2,4,4,3,5,7,5,3,2,2,3,2,Yes,25,6648,234,51,18717,Yes,1,0.7142857142857143,0.7142857142857143,3.0,0.8229169129096965,0.4,0.4,0,0,0,0,26-35
1124,28,Female,Single,Research & Development,Human Resources,1,Travel_Rarely,5,Healthcare Representative,3,2,2,3,1,3,4,8,6,2,0,0,0,4,2,No,13,10416,1233,40,12781,No,0,0.3333333333333333,1.3333333333333333,2.25,1.0130397333243124,0.0,0.0,0,0,0,0,26-35
1125,54,Female,Married,Research & Development,Life Sciences,4,Travel_Rarely,16,Manager,1,4,4,2,2,3,3,5,31,8,3,1,6,1,0,Yes,13,5933,1100,77,22707,No,0,0.25806451612903225,0.16129032258064516,2.75,1.0483708652873853,0.125,0.75,0,1,0,1,46-55
1126,54,Female,Married,Research & Development,Other,4,Non-Travel,2,Manager,2,4,3,1,4,3,3,4,35,27,16,13,6,2,0,No,12,8814,600,78,7435,No,0,0.7714285714285715,0.11428571428571428,2.75,1.0910333439208881,0.48148148148148145,0.2222222222222222,0,1,0,0,46-55
1127,54,Male,Single,Sales,Life Sciences,3,Travel_Rarely,14,Healthcare Representative,3,1,1,3,3,4,3,6,35,33,18,2,6,6,0,No,23,12613,567,54,15020,No,0,0.9428571428571428,0.17142857142857143,2.75,1.2267156448175454,0.06060606060606061,0.18181818181818182,0,1,0,0,46-55
1128,45,Male,Divorced,Research & Development,Medical,4,Travel_Frequently,19,Human Resources,2,4,4,4,2,1,3,4,27,19,4,1,12,0,0,No,13,10086,908,45,4832,No,0,0.7037037037037037,0.14814814814814814,2.75,1.2484867604703969,0.05263157894736842,0.631578947368421,1,1,0,1,36-45
1129,41,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,24,Laboratory Technician,2,1,3,2,3,3,3,6,23,7,3,4,1,1,0,Yes,16,6962,1161,64,19838,Yes,1,0.30434782608695654,0.2608695652173913,2.75,0.8617851305170438,0.5714285714285714,0.14285714285714285,0,1,0,1,36-45
1130,45,Male,Divorced,Research & Development,Life Sciences,3,Travel_Frequently,19,Sales Representative,2,2,2,1,2,4,3,8,24,17,14,4,7,4,2,No,17,9657,803,62,11976,No,0,0.7083333333333334,0.3333333333333333,2.25,1.1953833676246899,0.23529411764705882,0.4117647058823529,1,0,0,1,36-45
1131,35,Male,Single,Sales,Medical,4,Travel_Rarely,29,Sales Executive,1,4,3,1,2,2,3,9,13,3,2,0,1,5,0,No,16,4568,1299,98,6821,Yes,1,0.23076923076923078,0.6923076923076923,2.0,0.8071731185964565,0.0,0.3333333333333333,0,1,0,1,26-35
1132,46,Female,Divorced,Research & Development,Marketing,4,Travel_Rarely,17,Research Director,2,3,1,2,3,2,3,5,25,11,6,6,1,3,0,Yes,18,9733,387,32,15877,No,0,0.44,0.2,2.0,1.2047909616952581,0.5454545454545454,0.09090909090909091,0,1,0,1,46-55
1133,52,Male,Divorced,Research & Development,Life Sciences,2,Non-Travel,13,Manufacturing Director,2,2,1,4,2,4,3,0,29,6,1,1,3,0,2,No,16,10260,1066,42,16283,No,0,0.20689655172413793,0.0,2.75,1.2700251995266976,0.16666666666666666,0.5,0,0,0,0,46-55
1134,50,Female,Married,Research & Development,Medical,2,Travel_Rarely,8,Manufacturing Director,5,3,2,2,4,3,3,6,29,17,4,2,8,1,3,No,14,17530,1254,86,9553,No,0,0.5862068965517241,0.20689655172413793,2.75,1.1810814018287652,0.11764705882352941,0.47058823529411764,0,0,0,0,46-55
1135,44,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,20,Research Scientist,5,1,4,4,2,2,3,2,21,9,3,0,5,6,0,No,16,17548,1089,97,25487,No,0,0.42857142857142855,0.09523809523809523,3.0,1.1822941494176367,0.0,0.5555555555555556,0,1,0,1,36-45
1136,20,Male,Married,Research & Development,Marketing,2,Travel_Rarely,24,Healthcare Representative,3,1,2,2,4,3,3,2,1,0,0,0,0,1,0,No,23,10110,567,74,3875,Yes,1,0.0,2.0,2.75,0.9832787734167433,0.0,0.0,0,1,1,1,18-25
1137,49,Male,Married,Sales,Life Sciences,2,Travel_Rarely,10,Manufacturing Director,2,4,2,2,1,2,3,8,30,13,9,1,5,4,2,Yes,12,10492,749,52,10314,No,0,0.43333333333333335,0.26666666666666666,1.75,1.298743118268432,0.07692307692307693,0.38461538461538464,0,0,0,0,46-55
1138,33,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,3,Human Resources,3,1,4,4,3,2,4,4,11,7,4,0,4,6,3,Yes,25,9592,753,44,8240,No,0,0.6363636363636364,0.36363636363636365,3.25,0.9328991092594858,0.0,0.5714285714285714,0,0,0,0,26-35
1139,49,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,1,Research Scientist,4,4,4,3,3,3,3,7,28,12,9,5,1,2,1,No,17,13274,532,89,25138,No,0,0.42857142857142855,0.25,3.25,1.042543907766264,0.4166666666666667,0.08333333333333333,0,0,0,0,46-55
1140,41,Male,Single,Human Resources,Life Sciences,3,Non-Travel,19,Manufacturing Director,2,2,2,1,3,2,3,3,21,6,1,1,1,0,1,No,15,6949,286,72,8141,No,0,0.2857142857142857,0.14285714285714285,2.0,0.8601759367944466,0.16666666666666666,0.16666666666666666,0,0,0,1,36-45
1141,55,Male,Single,Sales,Medical,3,Travel_Rarely,20,Human Resources,4,1,1,1,2,3,3,6,32,20,6,6,6,5,1,Yes,17,12342,361,58,7507,Yes,1,0.625,0.1875,1.75,0.9693443505839409,0.3,0.3,0,0,0,1,46-55
1142,32,Female,Married,Sales,Technical Degree,4,Travel_Frequently,4,Research Director,5,4,3,1,3,2,3,6,10,8,5,0,1,5,1,No,24,14886,993,61,16768,No,0,0.8,0.6,2.25,1.0029422559967482,0.0,0.125,1,0,0,0,26-35
1143,58,Male,Divorced,Research & Development,Technical Degree,2,Non-Travel,1,Sales Representative,3,1,3,4,1,4,3,8,39,33,7,10,4,4,0,No,23,10459,414,40,8514,No,0,0.8461538461538461,0.20512820512820512,3.0,1.0172218289975983,0.30303030303030304,0.12121212121212122,0,1,0,0,56-60
1144,54,Male,Single,Sales,Life Sciences,5,Travel_Rarely,19,Healthcare Representative,1,2,4,1,3,3,3,1,33,19,4,7,16,6,1,Yes,23,8183,1207,88,9053,No,0,0.5757575757575758,0.030303030303030304,2.75,1.445949568624081,0.3684210526315789,0.8421052631578947,0,0,0,1,46-55
1145,32,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,12,Research Director,1,1,4,1,4,2,3,5,12,9,3,2,4,5,2,Yes,14,4497,1209,33,8125,Yes,1,0.75,0.4166666666666667,2.75,0.7946273017356096,0.2222222222222222,0.4444444444444444,0,0,0,0,26-35
1146,38,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,13,Laboratory Technician,5,4,3,4,2,4,3,4,18,15,3,3,7,4,1,No,24,12498,674,99,15344,No,0,0.8333333333333334,0.2222222222222222,3.25,0.8420510758731264,0.2,0.4666666666666667,0,0,0,0,36-45
1147,40,Female,Single,Sales,Medical,1,Travel_Rarely,8,Research Director,3,2,1,3,1,3,3,4,18,13,2,2,3,2,0,No,21,9176,610,41,20724,No,0,0.7222222222222222,0.2222222222222222,2.0,0.8924397650714181,0.15384615384615385,0.23076923076923078,0,1,0,0,36-45
1148,51,Male,Single,Research & Development,Technical Degree,1,Travel_Rarely,21,Manager,2,3,1,4,3,2,4,8,29,18,6,1,1,0,1,No,11,7399,1469,38,13758,No,0,0.6206896551724138,0.27586206896551724,2.5,0.9158787964228104,0.05555555555555555,0.05555555555555555,0,0,0,1,46-55
1149,47,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,22,Manufacturing Director,4,1,3,1,4,4,4,1,29,7,5,0,4,5,1,Yes,17,11831,117,35,24246,No,0,0.2413793103448276,0.034482758620689655,3.0,0.9292102586095126,0.0,0.5714285714285714,0,0,0,1,46-55
1150,54,Male,Married,Research & Development,Marketing,2,Travel_Rarely,2,Research Scientist,5,3,3,3,2,2,3,5,33,14,2,4,9,5,0,No,23,16786,460,64,8658,No,0,0.42424242424242425,0.15151515151515152,2.5,1.1309545014887423,0.2857142857142857,0.6428571428571429,0,1,0,0,46-55
1151,33,Male,Single,Research & Development,Medical,3,Travel_Rarely,3,Healthcare Representative,3,3,2,1,1,2,3,3,12,5,2,0,4,4,0,No,18,8864,1067,34,23124,No,0,0.4166666666666667,0.25,1.5,0.8620952569303671,0.0,0.8,0,1,0,0,26-35
1152,39,Male,Divorced,Sales,Technical Degree,1,Travel_Frequently,17,Sales Executive,2,2,2,3,2,3,3,8,18,9,4,1,1,4,0,No,19,8801,1322,48,20530,No,0,0.5,0.4444444444444444,2.5,1.089424150198291,0.1111111111111111,0.1111111111111111,1,1,0,1,36-45
1153,36,Female,Married,Sales,Other,3,Travel_Frequently,18,Sales Representative,5,4,3,1,4,2,3,2,17,16,8,1,3,5,3,No,16,14196,742,86,3839,No,0,0.9411764705882353,0.11764705882352941,2.5,0.95645359842334,0.0625,0.1875,1,0,0,1,36-45
1154,57,Male,Divorced,Research & Development,Medical,4,Travel_Rarely,5,Laboratory Technician,1,2,2,4,2,3,4,2,36,13,6,6,8,1,0,Yes,11,7880,1109,83,18689,No,0,0.3611111111111111,0.05555555555555555,2.75,1.3924089699080728,0.46153846153846156,0.6153846153846154,0,1,0,0,56-60
1155,31,Female,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,5,Manufacturing Director,5,3,1,2,3,3,3,0,8,5,0,1,1,0,2,No,24,14982,404,54,26817,No,0,0.625,0.0,2.25,1.0094102431373964,0.2,0.2,0,0,0,0,26-35
1156,43,Male,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,20,Research Scientist,3,1,4,2,2,4,3,4,25,24,3,7,3,4,1,No,22,9359,1398,32,19006,No,0,0.96,0.16,3.0,0.9102379861926113,0.2916666666666667,0.125,0,0,0,1,36-45
1157,23,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,14,Healthcare Representative,1,4,2,4,3,2,3,0,2,1,0,0,0,6,2,Yes,15,3385,915,41,8451,Yes,1,0.5,0.0,2.75,0.5981350714643181,0.0,0.0,0,0,1,0,18-25
1158,54,Male,Single,Sales,Other,3,Travel_Rarely,4,Manufacturing Director,2,1,2,1,2,2,4,5,31,11,9,2,1,0,3,No,14,10313,1136,68,12839,No,0,0.3548387096774194,0.16129032258064516,1.75,1.2765857585495939,0.18181818181818182,0.09090909090909091,0,0,0,0,46-55
1159,34,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,18,Research Scientist,4,3,1,4,2,3,3,2,14,13,5,2,10,0,3,No,18,13066,346,63,23735,No,0,0.9285714285714286,0.14285714285714285,2.5,1.0262075259058314,0.15384615384615385,0.7692307692307693,0,0,0,1,26-35
1160,32,Female,Single,Sales,Life Sciences,4,Travel_Rarely,3,Research Director,4,1,2,3,3,2,3,4,12,5,2,1,4,4,2,Yes,22,10469,792,90,9914,Yes,1,0.4166666666666667,0.3333333333333333,2.5,0.8222383735426411,0.2,0.8,0,0,0,0,26-35
1161,43,Male,Married,Sales,Medical,2,Travel_Rarely,7,Sales Representative,1,1,4,3,3,4,3,6,24,5,4,1,3,2,0,Yes,12,6574,1119,64,13895,No,0,0.20833333333333334,0.25,3.5,1.1616366203268618,0.2,0.6,0,1,0,0,36-45
1162,39,Male,Single,Research & Development,Medical,4,Travel_Rarely,21,Manufacturing Director,4,1,1,2,2,3,3,6,20,10,7,2,4,6,0,No,20,11879,678,57,16768,No,0,0.5,0.3,2.0,0.932980192884997,0.2,0.4,0,1,0,1,36-45
1163,54,Female,Married,Research & Development,Medical,5,Travel_Frequently,7,Sales Executive,5,4,1,4,2,3,3,0,34,13,9,1,9,3,0,No,23,13579,1444,74,22694,No,0,0.38235294117647056,0.0,2.5,0.9148833060714662,0.07692307692307693,0.6923076923076923,1,1,0,0,46-55
1164,40,Male,Single,Research & Development,Technical Degree,2,Travel_Frequently,2,Research Director,4,1,1,2,1,3,3,1,18,15,7,8,9,3,1,No,18,11222,1261,89,25977,No,0,0.8333333333333334,0.05555555555555555,1.75,0.8813792174893035,0.5333333333333333,0.6,1,0,0,0,36-45
1165,40,Male,Single,Research & Development,Other,5,Non-Travel,28,Sales Representative,4,4,1,2,3,2,3,3,21,7,5,3,5,0,0,No,11,14046,280,88,19620,No,0,0.3333333333333333,0.14285714285714285,2.0,1.103177017363639,0.42857142857142855,0.7142857142857143,0,1,0,1,36-45
1166,22,Male,Single,Research & Development,Medical,2,Travel_Rarely,7,Manager,1,3,3,2,2,2,3,5,3,2,1,0,1,6,1,Yes,11,3994,1276,40,12849,Yes,1,0.6666666666666666,1.6666666666666667,2.25,0.7057463738341171,0.0,0.5,0,0,1,0,18-25
1167,18,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,15,Manager,4,1,2,2,3,3,3,8,0,0,0,0,0,2,0,No,13,10999,636,59,12261,No,0,0.0,8.0,2.5,0.863864731167782,0.0,0.0,0,1,1,1,18-25
1168,35,Female,Divorced,Research & Development,Life Sciences,4,Travel_Rarely,24,Sales Executive,4,2,4,2,2,3,3,1,12,11,8,1,3,3,1,No,24,10294,924,95,18632,No,0,0.9166666666666666,0.08333333333333333,2.75,0.808493821496604,0.09090909090909091,0.2727272727272727,0,0,0,1,26-35
1169,60,Male,Single,Research & Development,Medical,4,Travel_Rarely,29,Healthcare Representative,1,2,2,1,4,3,3,0,40,9,3,0,5,4,0,Yes,17,6475,671,87,3849,No,0,0.225,0.0,2.5,1.1441431573800471,0.0,0.5555555555555556,0,1,0,1,56-60
1170,57,Female,Divorced,Research & Development,Life Sciences,3,Travel_Frequently,24,Research Scientist,2,2,3,2,3,1,3,6,37,35,18,3,17,6,0,Yes,13,8728,1082,86,13058,No,0,0.9459459459459459,0.16216216216216217,2.25,1.0803879085252452,0.08571428571428572,0.4857142857142857,1,1,0,1,56-60
1171,45,Male,Divorced,Research & Development,Medical,2,Non-Travel,10,Manager,5,3,1,2,2,3,3,9,25,6,5,3,4,5,1,No,24,15325,701,38,10888,No,0,0.24,0.36,2.0,1.0325198221920038,0.5,0.6666666666666666,0,0,0,0,36-45
1172,45,Male,Married,Sales,Medical,1,Travel_Rarely,25,Human Resources,5,4,2,2,2,2,3,8,26,23,13,3,17,5,1,No,23,17641,748,57,25315,No,0,0.8846153846153846,0.3076923076923077,2.0,1.1885600119601396,0.13043478260869565,0.7391304347826086,0,0,0,1,36-45
1173,34,Male,Married,Sales,Technical Degree,5,Travel_Frequently,1,Healthcare Representative,1,4,2,4,3,3,3,5,16,13,3,6,5,0,2,No,13,5938,915,89,23384,No,0,0.8125,0.3125,3.0,1.0492543735170223,0.46153846153846156,0.38461538461538464,1,0,0,0,26-35
1174,25,Male,Married,Research & Development,Marketing,5,Travel_Rarely,10,Manager,4,3,1,1,1,1,3,0,7,4,2,1,2,0,1,No,21,9990,405,39,8617,No,0,0.5714285714285714,0.0,1.0,0.7846175710852025,0.25,0.5,0,0,0,0,18-25
1175,18,Male,Single,Research & Development,Medical,5,Travel_Rarely,6,Sales Representative,3,4,2,4,1,3,3,5,0,0,0,0,0,5,1,Yes,15,7116,697,80,18381,Yes,1,0.0,5.0,2.5,0.6920882049093516,0.0,0.0,0,0,1,0,18-25
1176,32,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,16,Human Resources,3,4,2,4,1,3,4,4,14,9,5,1,5,6,0,Yes,12,8800,169,66,13459,No,0,0.6428571428571429,0.2857142857142857,2.5,0.8558707424398952,0.1111111111111111,0.5555555555555556,0,1,0,1,26-35
1177,31,Male,Single,Sales,Life Sciences,5,Travel_Rarely,26,Sales Executive,3,1,2,1,2,4,4,4,10,6,1,0,1,4,0,No,11,10718,181,81,22761,Yes,1,0.6,0.4,2.25,1.0424116610762268,0.0,0.16666666666666666,0,1,0,1,26-35
1178,26,Female,Divorced,Research & Development,Other,3,Travel_Rarely,23,Laboratory Technician,5,3,3,3,2,3,3,4,8,5,3,2,2,6,1,No,19,13964,1015,77,14341,No,0,0.625,0.5,2.75,0.9408226295001071,0.4,0.4,0,0,0,1,26-35
1179,29,Male,Divorced,Research & Development,Other,1,Travel_Rarely,29,Laboratory Technician,3,4,4,1,2,1,3,5,11,7,6,1,5,2,0,Yes,23,10660,489,36,18036,Yes,1,0.6363636363636364,0.45454545454545453,2.0,1.0367706948192368,0.14285714285714285,0.7142857142857143,0,1,0,1,26-35
1180,19,Male,Divorced,Sales,Medical,1,Travel_Rarely,4,Sales Representative,3,1,4,1,1,3,3,7,1,0,0,0,0,2,2,No,25,8172,1036,39,20216,Yes,1,0.0,7.0,2.25,0.794792694002139,0.0,0.0,0,0,1,0,18-25
1181,44,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,22,Healthcare Representative,4,3,1,4,2,3,4,1,24,23,15,0,11,1,2,No,21,13533,1163,53,22580,No,0,0.9583333333333334,0.041666666666666664,2.5,1.062885844794399,0.0,0.4782608695652174,0,0,0,1,36-45
1182,57,Female,Married,Research & Development,Medical,2,Travel_Rarely,22,Sales Representative,3,4,3,1,2,3,3,0,38,23,18,10,5,5,0,Yes,24,12532,1031,96,20032,No,0,0.6052631578947368,0.0,2.25,1.2188377436655418,0.43478260869565216,0.21739130434782608,0,1,0,1,56-60
1183,47,Female,Divorced,Research & Development,Marketing,5,Travel_Rarely,14,Healthcare Representative,5,2,4,2,2,4,3,0,28,7,1,2,2,4,1,No,14,16532,689,96,9419,No,0,0.25,0.0,3.0,1.1138412855124442,0.2857142857142857,0.2857142857142857,0,0,0,0,46-55
1184,37,Female,Single,Sales,Medical,2,Travel_Frequently,3,Human Resources,2,4,4,1,3,3,3,4,18,5,1,1,1,1,1,No,13,7806,887,84,20486,No,0,0.2777777777777778,0.2222222222222222,2.75,0.966258938353353,0.2,0.2,1,0,0,0,36-45
1185,36,Female,Single,Research & Development,Life Sciences,4,Travel_Rarely,4,Sales Representative,5,4,2,1,2,2,3,5,13,10,4,2,1,6,0,No,12,12927,1196,47,9911,No,0,0.7692307692307693,0.38461538461538464,1.75,0.8709548934078978,0.2,0.1,0,1,0,0,36-45
1186,31,Male,Married,Sales,Medical,2,Travel_Rarely,27,Sales Executive,4,3,4,1,4,3,3,7,11,10,7,2,8,0,1,Yes,13,11531,579,97,20323,Yes,1,0.9090909090909091,0.6363636363636364,3.0,0.9056481693877347,0.2,0.8,0,0,0,1,26-35
1187,24,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,9,Human Resources,5,3,4,4,4,3,3,4,2,1,0,0,0,5,1,No,22,15721,684,80,25736,No,0,0.5,2.0,3.75,1.0592002691471774,0.0,0.0,0,0,1,0,18-25
1188,43,Female,Married,Research & Development,Medical,3,Travel_Rarely,19,Human Resources,2,3,2,1,3,3,3,5,24,6,1,0,1,1,3,Yes,13,7728,438,51,13743,No,0,0.25,0.20833333333333334,2.25,0.9566037760177699,0.0,0.16666666666666666,0,0,0,1,36-45
1189,42,Male,Single,Research & Development,Life Sciences,1,Non-Travel,28,Sales Executive,3,2,4,4,3,4,4,9,22,10,3,4,6,5,0,No,17,11490,381,80,24311,No,0,0.45454545454545453,0.4090909090909091,3.75,1.117494867117545,0.4,0.6,0,1,0,1,36-45
1190,18,Male,Married,Sales,Marketing,3,Travel_Frequently,15,Manufacturing Director,1,2,3,1,1,3,3,7,0,0,0,0,0,3,1,No,22,4543,191,60,5889,Yes,1,0.0,7.0,2.0,0.8027555774482709,0.0,0.0,1,0,1,1,18-25
1191,35,Male,Single,Research & Development,Medical,1,Travel_Rarely,7,Human Resources,5,3,4,4,3,3,4,6,16,15,1,0,6,1,0,No,24,15006,199,63,12629,No,0,0.9375,0.375,3.5,1.0110272399225584,0.0,0.4,0,1,0,0,26-35
1192,29,Male,Single,Sales,Life Sciences,5,Travel_Rarely,15,Research Director,5,2,3,4,2,4,3,3,11,8,4,0,2,0,0,No,13,14106,307,47,23760,No,0,0.7272727272727273,0.2727272727272727,3.25,0.9503898604789824,0.0,0.25,0,1,0,1,26-35
1193,25,Male,Single,Research & Development,Medical,4,Non-Travel,7,Healthcare Representative,2,4,4,3,2,3,3,1,7,2,0,0,0,4,1,No,13,5866,1176,75,20261,No,0,0.2857142857142857,0.14285714285714285,3.0,0.7261177212888507,0.0,0.0,0,0,0,0,18-25
1194,48,Male,Married,Human Resources,Medical,5,Non-Travel,6,Healthcare Representative,1,4,4,4,4,2,4,9,29,13,9,4,6,1,1,No,11,7264,979,49,10120,No,0,0.4482758620689655,0.3103448275862069,3.5,1.2835607560167819,0.3076923076923077,0.46153846153846156,0,0,0,0,46-55
1195,40,Female,Divorced,Research & Development,Technical Degree,5,Travel_Rarely,24,Sales Executive,4,2,4,2,1,4,4,5,22,5,3,2,3,3,1,No,12,14915,223,95,14522,No,0,0.22727272727272727,0.22727272727272727,2.75,1.1714285358093888,0.4,0.6,0,0,0,1,36-45
1196,45,Female,Married,Research & Development,Other,2,Travel_Rarely,11,Manager,4,3,2,4,2,3,3,0,26,18,14,4,8,6,2,Yes,16,15702,1175,40,4757,No,0,0.6923076923076923,0.0,2.75,1.2332397498678527,0.2222222222222222,0.4444444444444444,0,0,0,0,36-45
1197,48,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,20,Manager,3,1,3,1,4,3,4,4,26,19,4,4,14,6,0,Yes,15,9716,1150,47,22402,No,0,0.7307692307692307,0.15384615384615385,2.75,0.9449591060847753,0.21052631578947367,0.7368421052631579,0,1,0,1,46-55
1198,60,Female,Married,Research & Development,Human Resources,1,Travel_Rarely,22,Manufacturing Director,1,1,3,3,4,3,3,0,40,9,5,3,7,3,1,No,25,8891,1370,38,5219,No,0,0.225,0.0,3.25,1.5710543339406948,0.3333333333333333,0.7777777777777778,0,0,0,1,56-60
1199,52,Male,Married,Research & Development,Marketing,5,Travel_Rarely,16,Laboratory Technician,5,2,4,4,3,4,3,9,31,14,10,5,10,5,0,No,17,15261,1455,47,16103,No,0,0.45161290322580644,0.2903225806451613,3.75,1.028207830764905,0.35714285714285715,0.7142857142857143,0,1,0,1,46-55
1200,44,Female,Divorced,Research & Development,Marketing,4,Travel_Rarely,16,Research Director,3,1,2,3,3,2,3,5,24,22,11,11,17,5,2,No,15,11262,217,77,14368,No,0,0.9166666666666666,0.20833333333333334,2.5,1.0953200342452387,0.5,0.7727272727272727,0,0,0,1,36-45
1201,55,Female,Married,Sales,Medical,4,Travel_Rarely,6,Healthcare Representative,4,4,2,2,4,3,4,7,35,30,6,14,17,4,0,No,18,12635,832,97,17448,No,0,0.8571428571428571,0.2,2.75,0.9923566577238772,0.4666666666666667,0.5666666666666667,0,1,0,0,46-55
1202,38,Male,Married,Research & Development,Medical,5,Travel_Rarely,16,Laboratory Technician,5,1,3,3,1,3,3,4,15,9,1,4,6,1,0,Yes,21,13148,1239,41,12648,No,0,0.6,0.26666666666666666,2.5,0.8858447388045981,0.4444444444444444,0.6666666666666666,0,1,0,1,36-45
1203,60,Female,Single,Sales,Life Sciences,5,Travel_Rarely,22,Manufacturing Director,3,2,4,4,2,4,4,0,40,23,13,11,7,5,1,No,16,12841,435,45,4137,No,0,0.575,0.0,3.5,1.2488904776898517,0.4782608695652174,0.30434782608695654,0,0,0,1,56-60
1204,50,Female,Single,Human Resources,Other,5,Travel_Rarely,6,Healthcare Representative,1,2,4,4,1,2,3,6,31,30,14,15,7,0,0,Yes,13,6775,936,39,18588,No,0,0.967741935483871,0.1935483870967742,2.75,1.1971536511582732,0.5,0.23333333333333334,0,1,0,0,46-55
