EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag
1125,54,Female,Married,Research & Development,Life Sciences,4,Travel_Rarely,16,Manager,1,4,4,2,2,3,3,5,31,8,3,1,6,1,0,Yes,13,5933,1100,77,22707,No,0
1126,54,Female,Married,Research & Development,Other,4,Non-Travel,2,Manager,2,4,3,1,4,3,3,4,35,27,16,13,6,2,0,No,12,8814,600,78,7435,No,0
1127,54,Male,Single,Sales,Life Sciences,3,Travel_Rarely,14,Healthcare Representative,3,1,1,3,3,4,3,6,35,33,18,2,6,6,0,No,23,12613,567,54,15020,No,0
1128,45,Male,Divorced,Research & Development,Medical,4,Travel_Frequently,19,Human Resources,2,4,4,4,2,1,3,4,27,19,4,1,12,0,0,No,13,10086,908,45,4832,No,0
1129,41,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,24,Laboratory Technician,2,1,3,2,3,3,3,6,23,7,3,4,1,1,0,Yes,16,6962,1161,64,19838,Yes,1
1130,45,Male,Divorced,Research & Development,Life Sciences,3,Travel_Frequently,19,Sales Representative,2,2,2,1,2,4,3,8,24,17,14,4,7,4,2,No,17,9657,803,62,11976,No,0
1131,35,Male,Single,Sales,Medical,4,Travel_Rarely,29,Sales Executive,1,4,3,1,2,2,3,9,13,3,2,0,1,5,0,No,16,4568,1299,98,6821,Yes,1
1132,46,Female,Divorced,Research & Development,Marketing,4,Travel_Rarely,17,Research Director,2,3,1,2,3,2,3,5,25,11,6,6,1,3,0,Yes,18,9733,387,32,15877,No,0
1133,52,Male,Divorced,Research & Development,Life Sciences,2,Non-Travel,13,Manufacturing Director,2,2,1,4,2,4,3,0,29,6,1,1,3,0,2,No,16,10260,1066,42,16283,No,0
1134,50,Female,Married,Research & Development,Medical,2,Travel_Rarely,8,Manufacturing Director,5,3,2,2,4,3,3,6,29,17,4,2,8,1,3,No,14,17530,1254,86,9553,No,0
1135,44,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,20,Research Scientist,5,1,4,4,2,2,3,2,21,9,3,0,5,6,0,No,16,17548,1089,97,25487,No,0
1136,20,Male,Married,Research & Development,Marketing,2,Travel_Rarely,24,Healthcare Representative,3,1,2,2,4,3,3,2,1,0,0,0,0,1,0,No,23,10110,567,74,3875,Yes,1
1137,49,Male,Married,Sales,Life Sciences,2,Travel_Rarely,10,Manufacturing Director,2,4,2,2,1,2,3,8,30,13,9,1,5,4,2,Yes,12,10492,749,52,10314,No,0
1138,33,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,3,Human Resources,3,1,4,4,3,2,4,4,11,7,4,0,4,6,3,Yes,25,9592,753,44,8240,No,0
1139,49,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,1,Research Scientist,4,4,4,3,3,3,3,7,28,12,9,5,1,2,1,No,17,13274,532,89,25138,No,0
1140,41,Male,Single,Human Resources,Life Sciences,3,Non-Travel,19,Manufacturing Director,2,2,2,1,3,2,3,3,21,6,1,1,1,0,1,No,15,6949,286,72,8141,No,0
1141,55,Male,Single,Sales,Medical,3,Travel_Rarely,20,Human Resources,4,1,1,1,2,3,3,6,32,20,6,6,6,5,1,Yes,17,12342,361,58,7507,Yes,1
1142,32,Female,Married,Sales,Technical Degree,4,Travel_Frequently,4,Research Director,5,4,3,1,3,2,3,6,10,8,5,0,1,5,1,No,24,14886,993,61,16768,No,0
1143,58,Male,Divorced,Research & Development,Technical Degree,2,Non-Travel,1,Sales Representative,3,1,3,4,1,4,3,8,39,33,7,10,4,4,0,No,23,10459,414,40,8514,No,0
1144,54,Male,Single,Sales,Life Sciences,5,Travel_Rarely,19,Healthcare Representative,1,2,4,1,3,3,3,1,33,19,4,7,16,6,1,Yes,23,8183,1207,88,9053,No,0
1145,32,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,12,Research Director,1,1,4,1,4,2,3,5,12,9,3,2,4,5,2,Yes,14,4497,1209,33,8125,Yes,1
1146,38,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,13,Laboratory Technician,5,4,3,4,2,4,3,4,18,15,3,3,7,4,1,No,24,12498,674,99,15344,No,0
1147,40,Female,Single,Sales,Medical,1,Travel_Rarely,8,Research Director,3,2,1,3,1,3,3,4,18,13,2,2,3,2,0,No,21,9176,610,41,20724,No,0
1148,51,Male,Single,Research & Development,Technical Degree,1,Travel_Rarely,21,Manager,2,3,1,4,3,2,4,8,29,18,6,1,1,0,1,No,11,7399,1469,38,13758,No,0
1149,47,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,22,Manufacturing Director,4,1,3,1,4,4,4,1,29,7,5,0,4,5,1,Yes,17,11831,117,35,24246,No,0
1150,54,Male,Married,Research & Development,Marketing,2,Travel_Rarely,2,Research Scientist,5,3,3,3,2,2,3,5,33,14,2,4,9,5,0,No,23,16786,460,64,8658,No,0
1151,33,Male,Single,Research & Development,Medical,3,Travel_Rarely,3,Healthcare Representative,3,3,2,1,1,2,3,3,12,5,2,0,4,4,0,No,18,8864,1067,34,23124,No,0
1152,39,Male,Divorced,Sales,Technical Degree,1,Travel_Frequently,17,Sales Executive,2,2,2,3,2,3,3,8,18,9,4,1,1,4,0,No,19,8801,1322,48,20530,No,0
1153,36,Female,Married,Sales,Other,3,Travel_Frequently,18,Sales Representative,5,4,3,1,4,2,3,2,17,16,8,1,3,5,3,No,16,14196,742,86,3839,No,0
1154,57,Male,Divorced,Research & Development,Medical,4,Travel_Rarely,5,Laboratory Technician,1,2,2,4,2,3,4,2,36,13,6,6,8,1,0,Yes,11,7880,1109,83,18689,No,0
1155,31,Female,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,5,Manufacturing Director,5,3,1,2,3,3,3,0,8,5,0,1,1,0,2,No,24,14982,404,54,26817,No,0
1156,43,Male,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,20,Research Scientist,3,1,4,2,2,4,3,4,25,24,3,7,3,4,1,No,22,9359,1398,32,19006,No,0
1157,23,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,14,Healthcare Representative,1,4,2,4,3,2,3,0,2,1,0,0,0,6,2,Yes,15,3385,915,41,8451,Yes,1
1158,54,Male,Single,Sales,Other,3,Travel_Rarely,4,Manufacturing Director,2,1,2,1,2,2,4,5,31,11,9,2,1,0,3,No,14,10313,1136,68,12839,No,0
1159,34,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,18,Research Scientist,4,3,1,4,2,3,3,2,14,13,5,2,10,0,3,No,18,13066,346,63,23735,No,0
1160,32,Female,Single,Sales,Life Sciences,4,Travel_Rarely,3,Research Director,4,1,2,3,3,2,3,4,12,5,2,1,4,4,2,Yes,22,10469,792,90,9914,Yes,1
1161,43,Male,Married,Sales,Medical,2,Travel_Rarely,7,Sales Representative,1,1,4,3,3,4,3,6,24,5,4,1,3,2,0,Yes,12,6574,1119,64,13895,No,0
1162,39,Male,Single,Research & Development,Medical,4,Travel_Rarely,21,Manufacturing Director,4,1,1,2,2,3,3,6,20,10,7,2,4,6,0,No,20,11879,678,57,16768,No,0
1163,54,Female,Married,Research & Development,Medical,5,Travel_Frequently,7,Sales Executive,5,4,1,4,2,3,3,0,34,13,9,1,9,3,0,No,23,13579,1444,74,22694,No,0
1164,40,Male,Single,Research & Development,Technical Degree,2,Travel_Frequently,2,Research Director,4,1,1,2,1,3,3,1,18,15,7,8,9,3,1,No,18,11222,1261,89,25977,No,0
1165,40,Male,Single,Research & Development,Other,5,Non-Travel,28,Sales Representative,4,4,1,2,3,2,3,3,21,7,5,3,5,0,0,No,11,14046,280,88,19620,No,0
1166,22,Male,Single,Research & Development,Medical,2,Travel_Rarely,7,Manager,1,3,3,2,2,2,3,5,3,2,1,0,1,6,1,Yes,11,3994,1276,40,12849,Yes,1
1167,18,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,15,Manager,4,1,2,2,3,3,3,8,0,0,0,0,0,2,0,No,13,10999,636,59,12261,No,0
1168,35,Female,Divorced,Research & Development,Life Sciences,4,Travel_Rarely,24,Sales Executive,4,2,4,2,2,3,3,1,12,11,8,1,3,3,1,No,24,10294,924,95,18632,No,0
1169,60,Male,Single,Research & Development,Medical,4,Travel_Rarely,29,Healthcare Representative,1,2,2,1,4,3,3,0,40,9,3,0,5,4,0,Yes,17,6475,671,87,3849,No,0
1170,57,Female,Divorced,Research & Development,Life Sciences,3,Travel_Frequently,24,Research Scientist,2,2,3,2,3,1,3,6,37,35,18,3,17,6,0,Yes,13,8728,1082,86,13058,No,0
1171,45,Male,Divorced,Research & Development,Medical,2,Non-Travel,10,Manager,5,3,1,2,2,3,3,9,25,6,5,3,4,5,1,No,24,15325,701,38,10888,No,0
1172,45,Male,Married,Sales,Medical,1,Travel_Rarely,25,Human Resources,5,4,2,2,2,2,3,8,26,23,13,3,17,5,1,No,23,17641,748,57,25315,No,0
1173,34,Male,Married,Sales,Technical Degree,5,Travel_Frequently,1,Healthcare Representative,1,4,2,4,3,3,3,5,16,13,3,6,5,0,2,No,13,5938,915,89,23384,No,0
1174,25,Male,Married,Research & Development,Marketing,5,Travel_Rarely,10,Manager,4,3,1,1,1,1,3,0,7,4,2,1,2,0,1,No,21,9990,405,39,8617,No,0
1175,18,Male,Single,Research & Development,Medical,5,Travel_Rarely,6,Sales Representative,3,4,2,4,1,3,3,5,0,0,0,0,0,5,1,Yes,15,7116,697,80,18381,Yes,1
1176,32,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,16,Human Resources,3,4,2,4,1,3,4,4,14,9,5,1,5,6,0,Yes,12,8800,169,66,13459,No,0
1177,31,Male,Single,Sales,Life Sciences,5,Travel_Rarely,26,Sales Executive,3,1,2,1,2,4,4,4,10,6,1,0,1,4,0,No,11,10718,181,81,22761,Yes,1
1178,26,Female,Divorced,Research & Development,Other,3,Travel_Rarely,23,Laboratory Technician,5,3,3,3,2,3,3,4,8,5,3,2,2,6,1,No,19,13964,1015,77,14341,No,0
1179,29,Male,Divorced,Research & Development,Other,1,Travel_Rarely,29,Laboratory Technician,3,4,4,1,2,1,3,5,11,7,6,1,5,2,0,Yes,23,10660,489,36,18036,Yes,1
1180,19,Male,Divorced,Sales,Medical,1,Travel_Rarely,4,Sales Representative,3,1,4,1,1,3,3,7,1,0,0,0,0,2,2,No,25,8172,1036,39,20216,Yes,1
1181,44,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,22,Healthcare Representative,4,3,1,4,2,3,4,1,24,23,15,0,11,1,2,No,21,13533,1163,53,22580,No,0
1182,57,Female,Married,Research & Development,Medical,2,Travel_Rarely,22,Sales Representative,3,4,3,1,2,3,3,0,38,23,18,10,5,5,0,Yes,24,12532,1031,96,20032,No,0
1183,47,Female,Divorced,Research & Development,Marketing,5,Travel_Rarely,14,Healthcare Representative,5,2,4,2,2,4,3,0,28,7,1,2,2,4,1,No,14,16532,689,96,9419,No,0
1184,37,Female,Single,Sales,Medical,2,Travel_Frequently,3,Human Resources,2,4,4,1,3,3,3,4,18,5,1,1,1,1,1,No,13,7806,887,84,20486,No,0
1185,36,Female,Single,Research & Development,Life Sciences,4,Travel_Rarely,4,Sales Representative,5,4,2,1,2,2,3,5,13,10,4,2,1,6,0,No,12,12927,1196,47,9911,No,0
1186,31,Male,Married,Sales,Medical,2,Travel_Rarely,27,Sales Executive,4,3,4,1,4,3,3,7,11,10,7,2,8,0,1,Yes,13,11531,579,97,20323,Yes,1
1187,24,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,9,Human Resources,5,3,4,4,4,3,3,4,2,1,0,0,0,5,1,No,22,15721,684,80,25736,No,0
1188,43,Female,Married,Research & Development,Medical,3,Travel_Rarely,19,Human Resources,2,3,2,1,3,3,3,5,24,6,1,0,1,1,3,Yes,13,7728,438,51,13743,No,0
1189,42,Male,Single,Research & Development,Life Sciences,1,Non-Travel,28,Sales Executive,3,2,4,4,3,4,4,9,22,10,3,4,6,5,0,No,17,11490,381,80,24311,No,0
1190,18,Male,Married,Sales,Marketing,3,Travel_Frequently,15,Manufacturing Director,1,2,3,1,1,3,3,7,0,0,0,0,0,3,1,No,22,4543,191,60,5889,Yes,1
1191,35,Male,Single,Research & Development,Medical,1,Travel_Rarely,7,Human Resources,5,3,4,4,3,3,4,6,16,15,1,0,6,1,0,No,24,15006,199,63,12629,No,0
1192,29,Male,Single,Sales,Life Sciences,5,Travel_Rarely,15,Research Director,5,2,3,4,2,4,3,3,11,8,4,0,2,0,0,No,13,14106,307,47,23760,No,0
1193,25,Male,Single,Research & Development,Medical,4,Non-Travel,7,Healthcare Representative,2,4,4,3,2,3,3,1,7,2,0,0,0,4,1,No,13,5866,1176,75,20261,No,0
1194,48,Male,Married,Human Resources,Medical,5,Non-Travel,6,Healthcare Representative,1,4,4,4,4,2,4,9,29,13,9,4,6,1,1,No,11,7264,979,49,10120,No,0
1195,40,Female,Divorced,Research & Development,Technical Degree,5,Travel_Rarely,24,Sales Executive,4,2,4,2,1,4,4,5,22,5,3,2,3,3,1,No,12,14915,223,95,14522,No,0
1196,45,Female,Married,Research & Development,Other,2,Travel_Rarely,11,Manager,4,3,2,4,2,3,3,0,26,18,14,4,8,6,2,Yes,16,15702,1175,40,4757,No,0
1197,48,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,20,Manager,3,1,3,1,4,3,4,4,26,19,4,4,14,6,0,Yes,15,9716,1150,47,22402,No,0
1198,60,Female,Married,Research & Development,Human Resources,1,Travel_Rarely,22,Manufacturing Director,1,1,3,3,4,3,3,0,40,9,5,3,7,3,1,No,25,8891,1370,38,5219,No,0
1199,52,Male,Married,Research & Development,Marketing,5,Travel_Rarely,16,Laboratory Technician,5,2,4,4,3,4,3,9,31,14,10,5,10,5,0,No,17,15261,1455,47,16103,No,0
1200,44,Female,Divorced,Research & Development,Marketing,4,Travel_Rarely,16,Research Director,3,1,2,3,3,2,3,5,24,22,11,11,17,5,2,No,15,11262,217,77,14368,No,0
1201,55,Female,Married,Sales,Medical,4,Travel_Rarely,6,Healthcare Representative,4,4,2,2,4,3,4,7,35,30,6,14,17,4,0,No,18,12635,832,97,17448,No,0
1202,38,Male,Married,Research & Development,Medical,5,Travel_Rarely,16,Laboratory Technician,5,1,3,3,1,3,3,4,15,9,1,4,6,1,0,Yes,21,13148,1239,41,12648,No,0
1203,60,Female,Single,Sales,Life Sciences,5,Travel_Rarely,22,Manufacturing Director,3,2,4,4,2,4,4,0,40,23,13,11,7,5,1,No,16,12841,435,45,4137,No,0
1204,50,Female,Single,Human Resources,Other,5,Travel_Rarely,6,Healthcare Representative,1,2,4,4,1,2,3,6,31,30,14,15,7,0,0,Yes,13,6775,936,39,18588,No,0
1205,45,Female,Divorced,Sales,Marketing,1,Travel_Rarely,7,Laboratory Technician,5,1,1,3,2,2,3,6,26,20,16,6,13,3,1,No,17,18338,227,87,24369,No,0
1206,56,Female,Divorced,Sales,Medical,1,Travel_Rarely,21,Manager,4,2,4,3,4,4,3,2,37,35,18,12,17,5,3,No,20,13027,521,67,17296,No,0
1207,40,Male,Divorced,Research & Development,Medical,5,Travel_Rarely,29,Research Director,5,3,4,4,3,3,3,7,18,4,2,1,3,3,1,No,15,16961,1471,55,3091,No,0
1208,48,Male,Divorced,Sales,Life Sciences,2,Non-Travel,12,Sales Representative,4,4,1,3,4,3,3,2,27,9,7,1,5,2,1,No,19,13165,1116,79,4685,No,0
1209,30,Female,Single,Research & Development,Life Sciences,3,Non-Travel,25,Laboratory Technician,5,1,1,1,3,3,3,6,11,2,1,0,1,2,3,No,15,12192,465,36,8866,No,0
1210,59,Female,Divorced,Research & Development,Marketing,1,Travel_Rarely,6,Healthcare Representative,5,1,1,4,4,3,3,7,39,34,5,15,17,3,1,No,24,15139,1485,85,9418,No,0
1211,44,Female,Married,Sales,Medical,4,Travel_Rarely,17,Healthcare Representative,2,2,4,1,1,3,4,1,23,17,2,5,10,5,0,No,24,9183,383,36,5063,No,0
1212,51,Male,Divorced,Sales,Technical Degree,5,Travel_Rarely,28,Sales Representative,1,2,4,3,2,3,3,2,33,11,8,0,1,6,2,Yes,21,7874,631,71,24406,No,0
1213,37,Male,Single,Research & Development,Marketing,5,Travel_Rarely,13,Sales Representative,1,4,3,2,2,3,3,1,14,13,5,3,6,5,1,No,23,4294,721,32,20433,No,0
1214,55,Male,Single,Sales,Marketing,3,Travel_Rarely,15,Healthcare Representative,4,1,3,1,4,1,4,7,33,31,18,2,3,2,1,No,12,13455,978,44,21167,No,0
1215,21,Female,Married,Sales,Technical Degree,4,Non-Travel,5,Laboratory Technician,2,2,2,2,3,3,3,2,0,0,0,0,0,0,1,No,20,6181,467,74,26083,No,0
1216,22,Male,Divorced,Sales,Life Sciences,3,Non-Travel,16,Manager,3,3,4,1,1,1,3,6,0,0,0,0,0,3,0,No,17,8877,465,70,23763,Yes,1
1217,39,Female,Married,Research & Development,Marketing,3,Travel_Rarely,17,Research Scientist,4,2,1,2,1,4,3,4,21,15,10,4,2,6,2,No,22,13533,1039,61,6276,No,0
1218,49,Female,Single,Research & Development,Technical Degree,3,Non-Travel,29,Sales Representative,3,3,2,2,2,1,3,0,26,5,3,1,4,4,0,No,11,12342,387,74,2549,No,0
1219,52,Male,Single,Sales,Life Sciences,5,Travel_Rarely,6,Human Resources,1,4,1,2,1,2,3,8,31,23,18,0,10,2,2,No,13,6226,299,89,20236,No,0
1220,36,Male,Divorced,Research & Development,Life Sciences,2,Non-Travel,11,Sales Representative,2,3,4,1,3,2,3,7,13,4,0,1,2,0,2,No,14,6326,308,48,24802,No,0
1221,45,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,19,Manufacturing Director,1,2,3,3,4,2,3,2,22,20,8,0,4,1,3,No,19,5251,559,99,19525,No,0
1222,41,Female,Married,Sales,Life Sciences,4,Travel_Rarely,28,Research Director,2,4,3,1,4,3,4,8,20,17,10,4,13,5,0,Yes,25,9430,145,40,23526,No,0
1223,59,Female,Married,Research & Development,Medical,3,Travel_Rarely,7,Healthcare Representative,4,4,4,4,1,3,4,7,40,36,18,13,17,4,1,No,24,14854,149,99,17213,No,0
1224,46,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,21,Healthcare Representative,3,4,1,1,2,4,3,8,24,19,5,1,10,3,0,No,17,9620,1113,95,13306,No,0
1225,35,Male,Married,Research & Development,Marketing,2,Travel_Rarely,26,Research Director,4,1,4,1,3,3,4,1,14,4,2,2,2,2,0,Yes,11,13459,857,60,5251,No,0
1226,59,Male,Married,Research & Development,Life Sciences,4,Travel_Frequently,19,Research Scientist,1,4,1,2,2,3,3,0,39,19,4,7,10,1,0,No,24,7821,304,36,18839,No,0
1227,22,Male,Divorced,Research & Development,Life Sciences,4,Travel_Frequently,13,Research Director,4,4,4,2,2,3,3,0,0,0,0,0,0,6,1,No,19,10268,457,58,9295,No,0
1228,60,Female,Divorced,Sales,Life Sciences,4,Travel_Rarely,7,Sales Representative,3,4,3,4,1,3,3,5,37,16,3,3,11,3,1,Yes,11,9799,1046,49,8799,No,0
1229,24,Female,Divorced,Research & Development,Life Sciences,5,Travel_Rarely,9,Healthcare Representative,2,3,4,3,1,2,4,7,5,3,2,0,2,5,3,No,20,7385,1222,71,23895,No,0
1230,30,Male,Married,Research & Development,Other,4,Travel_Rarely,2,Sales Executive,4,2,1,2,2,3,4,9,9,4,0,0,1,3,0,Yes,24,12631,1317,46,18464,Yes,1
1231,53,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,5,Sales Representative,1,3,4,4,1,2,3,9,31,10,6,5,8,3,0,No,24,6196,404,34,13123,No,0
1232,49,Male,Married,Sales,Life Sciences,2,Travel_Rarely,13,Research Scientist,3,3,4,1,1,2,3,5,30,18,12,7,6,4,1,No,24,10327,1285,93,21969,No,0
1233,59,Female,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,5,Human Resources,3,4,1,4,3,3,3,6,39,29,8,13,9,2,0,No,25,11129,697,91,20325,No,0
1234,50,Male,Married,Sales,Medical,5,Travel_Rarely,1,Research Director,1,2,3,2,4,2,3,2,32,19,5,7,6,6,1,No,20,7357,518,65,14088,No,0
1235,45,Female,Married,Research & Development,Marketing,3,Travel_Rarely,21,Manufacturing Director,5,3,4,2,3,2,3,0,26,18,10,9,6,3,1,No,20,14360,907,90,26440,No,0
1236,32,Female,Married,Research & Development,Technical Degree,4,Travel_Rarely,3,Manufacturing Director,2,4,2,2,1,3,3,1,11,6,3,3,2,5,1,Yes,12,6711,274,97,2706,Yes,1
1237,18,Male,Married,Research & Development,Medical,1,Travel_Rarely,5,Sales Executive,1,4,2,1,4,2,3,0,0,0,0,0,0,6,1,No,20,3702,748,95,14327,Yes,1
1238,23,Female,Married,Sales,Marketing,1,Travel_Rarely,18,Healthcare Representative,3,1,2,3,3,3,3,6,2,1,0,0,0,2,2,No,24,10284,720,88,12408,No,0
1239,30,Female,Single,Research & Development,Medical,2,Travel_Rarely,27,Sales Executive,5,4,3,3,2,3,3,5,11,7,1,1,6,1,3,No,23,13949,934,33,5058,No,0
1240,19,Male,Married,Sales,Technical Degree,1,Travel_Rarely,22,Human Resources,4,1,4,3,2,4,3,7,0,0,0,0,0,6,0,No,24,10309,353,83,20124,Yes,1
1241,39,Male,Married,Sales,Medical,4,Non-Travel,1,Manager,4,4,3,3,4,3,3,1,20,12,2,3,7,5,1,Yes,13,12559,186,95,4510,No,0
1242,51,Female,Single,Research & Development,Life Sciences,4,Travel_Rarely,5,Laboratory Technician,5,1,3,1,2,1,3,9,32,7,3,1,1,5,2,Yes,14,17497,622,42,19593,No,0
1243,59,Male,Divorced,Research & Development,Marketing,3,Travel_Rarely,22,Research Director,1,1,4,4,1,4,3,7,38,27,18,12,12,6,0,Yes,23,8568,1476,34,20855,No,0
1244,39,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,22,Sales Executive,3,3,4,3,2,3,3,9,17,6,4,0,2,0,1,No,25,12002,896,54,14157,No,0
1245,55,Male,Single,Research & Development,Medical,3,Travel_Rarely,12,Healthcare Representative,2,3,2,3,2,2,3,6,36,31,7,14,17,6,1,No,18,9546,866,88,8107,No,0
1246,60,Female,Divorced,Sales,Other,1,Travel_Rarely,28,Research Scientist,4,3,4,1,2,3,3,3,40,33,9,7,17,0,0,No,24,14373,1002,88,26642,No,0
1247,54,Male,Married,Sales,Human Resources,3,Travel_Rarely,26,Sales Executive,5,2,2,4,2,3,4,6,32,19,11,0,5,1,0,No,21,15105,811,71,19628,No,0
1248,37,Male,Married,Research & Development,Life Sciences,1,Travel_Frequently,22,Laboratory Technician,1,1,3,3,3,3,3,6,16,14,5,7,3,1,1,Yes,14,5970,405,99,4926,No,0
1249,31,Female,Married,Research & Development,Technical Degree,1,Travel_Rarely,22,Laboratory Technician,1,3,2,2,2,3,3,1,9,6,4,1,2,0,0,No,18,5016,1478,41,20414,No,0
1250,60,Male,Divorced,Research & Development,Marketing,1,Travel_Rarely,23,Sales Representative,5,3,4,4,3,2,3,1,40,12,6,5,3,0,0,Yes,16,16025,418,92,5957,No,0
1251,28,Female,Married,Sales,Medical,1,Travel_Rarely,5,Human Resources,3,3,3,3,2,3,3,6,10,7,2,3,4,0,2,Yes,22,9516,996,91,17577,No,0
1252,35,Male,Married,Research & Development,Medical,3,Travel_Rarely,21,Sales Representative,2,2,3,4,4,4,3,0,16,15,6,0,7,3,2,No,16,6843,1312,97,8458,No,0
1253,21,Female,Single,Research & Development,Technical Degree,3,Travel_Rarely,28,Sales Representative,1,4,2,4,4,3,3,1,1,0,0,0,0,2,1,Yes,13,4273,1021,50,17869,Yes,1
1254,52,Female,Married,Sales,Marketing,4,Travel_Frequently,7,Manager,2,4,3,1,2,4,4,0,32,12,8,0,10,2,0,Yes,18,8348,1422,75,22088,No,0
1255,45,Male,Married,Sales,Medical,3,Travel_Rarely,1,Manufacturing Director,1,1,4,4,1,2,3,6,22,14,5,0,5,1,0,No,18,5622,349,49,21595,No,0
1256,21,Female,Married,Research & Development,Life Sciences,1,Travel_Rarely,11,Laboratory Technician,2,1,2,3,3,3,3,9,2,1,0,0,0,6,2,No,24,5333,999,64,21070,No,0
1257,27,Male,Married,Research & Development,Medical,1,Travel_Rarely,8,Human Resources,1,1,4,1,2,4,3,4,8,5,1,2,3,2,0,No,11,4145,229,98,19680,No,0
1258,41,Male,Divorced,Research & Development,Human Resources,4,Travel_Rarely,28,Healthcare Representative,1,1,2,4,4,3,3,1,22,14,8,3,3,3,2,Yes,24,5270,879,66,21319,No,0
1259,41,Male,Married,Research & Development,Technical Degree,5,Travel_Rarely,13,Manager,5,3,1,2,2,2,3,5,20,16,11,6,12,0,1,Yes,14,16360,356,84,24557,No,0
1260,52,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,20,Sales Executive,4,3,3,4,2,3,3,4,30,7,5,3,3,1,0,Yes,13,14661,1021,62,23990,No,0
1261,29,Male,Divorced,Sales,Human Resources,2,Travel_Rarely,29,Healthcare Representative,5,2,3,1,2,2,3,5,6,3,2,0,2,1,1,Yes,17,13890,556,30,21306,No,0
1262,57,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,23,Sales Representative,2,3,2,2,4,3,3,4,38,33,17,0,17,6,2,No,19,9364,280,40,13072,No,0
1263,37,Male,Divorced,Sales,Medical,2,Travel_Rarely,22,Healthcare Representative,2,4,3,2,1,4,4,5,17,8,6,3,6,1,2,Yes,24,8958,1312,77,9330,No,0
1264,53,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,29,Manager,2,4,3,2,4,3,3,3,31,18,5,7,12,3,1,No,19,10459,1355,51,9964,No,0
1265,28,Male,Divorced,Sales,Medical,3,Travel_Rarely,20,Research Director,3,2,4,3,1,2,3,9,10,2,1,0,1,3,0,Yes,13,9820,338,52,17324,Yes,1
1266,19,Male,Married,Sales,Life Sciences,4,Travel_Rarely,7,Sales Executive,1,3,4,1,4,2,3,5,0,0,0,0,0,0,1,No,17,4118,392,36,17009,Yes,1
1267,20,Male,Married,Research & Development,Medical,4,Travel_Rarely,22,Human Resources,2,3,4,3,3,3,3,3,2,1,0,0,0,2,1,Yes,24,7104,152,88,12679,Yes,1
1268,34,Male,Single,Research & Development,Marketing,5,Travel_Frequently,10,Research Director,5,4,2,1,3,3,3,0,16,8,5,2,5,0,1,Yes,21,15879,1037,36,12246,No,0
1269,58,Female,Married,Research & Development,Human Resources,2,Travel_Rarely,10,Manufacturing Director,2,4,1,2,1,2,3,6,40,30,9,11,17,1,0,Yes,14,8929,1350,68,20129,No,0
1270,20,Male,Married,Research & Development,Medical,3,Non-Travel,19,Sales Representative,4,2,1,3,3,3,3,3,0,0,0,0,0,4,2,No,20,10828,410,52,15096,No,0
1271,33,Female,Married,Research & Development,Human Resources,2,Travel_Rarely,10,Sales Executive,2,4,3,2,3,2,3,2,11,9,7,4,1,3,1,No,22,6275,731,94,2470,No,0
1272,22,Male,Divorced,Research & Development,Human Resources,1,Travel_Frequently,1,Laboratory Technician,5,2,3,2,2,3,3,4,0,0,0,0,0,3,0,No,15,14671,1088,77,5505,No,0
1273,58,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,29,Sales Executive,4,4,3,3,2,3,3,4,36,14,6,5,10,1,0,No,18,15048,719,34,10279,No,0
